"","Var1","Freq"
"1368","histmagowa",1
"1369","historia",98
"1370","historią",4
"1371","historii",37
"1372","historiografia",1
"1373","historiografii",2
"1374","historiografów",1
"1375","history",3
"1376","historyczna",4
"1377","historyczne",1
"1378","historycznej",2
"1379","historycznokulturowe",1
"1380","historyczny",2
"1381","historycznych",1
"1382","historyk",1
"1383","historyka",1
"1384","historyków",3
"1385","hiszpanii",7
"1386","hiszpanów",2
"1387","hiszpańskiej",3
"1388","hiszpańskim",1
"1389","hitchcocka",2
"1390","hitler",10
"1391","hitlera",7
"1392","hitlerem",2
"1393","hitlerowskiego",1
"1394","hitlerowskiej",1
"1395","hitlerowskim",1
"1396","hl",1
"1397","hobarta",2
"1398","hohenstauf",2
"1399","holendrów",1
"1400","hollande",1
"1401","hollywood",3
"1402","holokauście",2
"1403","holszańska",1
"1404","holywoodu",1
"1405","hołdu",1
"1406","home",2
"1407","homer",1
"1408","homoseksualizmu",1
"1409","honecker",1
"1410","honor",1
"1411","honoriusz",1
"1412","honoriusza",1
"1413","hood",1
"1414","hoplita",1
"1415","horodle",1
"1416","horoskop",1
"1417","horthyego",1
"1418","horyzoncie",1
"1419","horyzontów",1
"1420","housatonic",1
"1421","hrabia",1
"1422","hrabiaspołecznik",1
"1423","hrabiowie",1
"1424","hrabstwa",1
"1425","hřebejk",1
"1426","hubal",1
"1427","hubala",2
"1428","humania",1
"1429","humanitarna",1
"1430","humanitarne",1
"1431","humiennem",1
"1432","humor",1
"1433","humorem",1
"1434","humorze",1
"1435","hunley",1
"1436","hunters",1
"1437","husaria",2
"1438","husarią",1
"1439","husarski",1
"1440","husyckiej",1
"1441","husytów",1
"1442","huty",1
"1443","iberyjscy",1
"1444","ibn",1
"1445","idea",2
"1446","idealista",1
"1447","idealistyczna",1
"1448","idee",1
"1449","idei",3
"1450","ideologia",1
"1451","ideologicznej",1
"1452","ideologii",2
"1453","ideowe",1
"1454","ideowy",1
"1455","idol",1
"1456","idylli",1
"1457","ignacego",2
"1458","ignacy",3
"1459","igrzysk",4
"1460","igrzyska",1
"1461","ii",93
"1462","iii",33
"1463","ikona",1
"1464","ikonowego",1
"1465","iljicza",1
"1466","ill",1
"1467","ilu",1
"1468","ilustrowanego",1
"1469","imieniny",1
"1470","imieniu",2
"1471","imię",2
"1472","imperiów",3
"1473","imperium",9
"1474","import",1
"1475","improwizacja",1
"1476","improwizacji",1
"1477","in",4
"1478","incydent",1
"1479","inczhon",1
"1480","indeks",1
"1481","indii",1
"1482","indyjski",1
"1483","indyjskim",2
"1484","inicjatywa",2
"1485","initium",1
"1486","inkowie",1
"1487","inkwizycji",1
"1488","innej",3
"1489","innocenty",1
"1490","inskrypcji",1
"1491","instalacja",1
"1492","instynktów",1
"1493","intelektualiści",3
"1494","intelektualnej",4
"1495","inteligentom",1
"1496","intencje",1
"1497","internetowe",1
"1498","internetowych",5
"1499","internetu",2
"1500","interpretacje",1
"1501","interwencji",2
"1502","intruzi",1
"1503","intryga",1
"1504","inwazji",2
"1505","inwestyturę",1
"1506","ion",1
"1507","irae",1
"1508","irański",1
"1509","irena",2
"1510","irlandii",4
"1511","irlandzki",1
"1512","irlandzkiego",1
"1513","irzykowskiego",1
"1514","is",1
"1515","iskra",1
"1516","islamem",1
"1517","islamie",1
"1518","islamistów",1
"1519","islamskiego",2
"1520","islamu",1
"1521","islandczykach",1
"1522","islandia",1
"1523","isoroku",1
"1524","issues",1
"1525","istniał",2
"1526","istniała",1
"1527","istniały",1
"1528","italii",1
"1529","itter",1
"1530","iv",15
"1531","iwan",1
"1532","iwangorod",1
"1533","iwaszkiewicz",1
"1534","ix",2
"1535","izaak",1
"1536","izabeli",1
"1537","izraelskie",1
"1538","izraelskopalestyńskim",2
"1539","jabłkowscy",1
"1540","jabłonkowa",1
"1541","jacek",1
"1542","jadali",1
"1543","jadwiga",2
"1544","jagiellonowie",1
"1545","jagiellonów",2
"1546","jagiellończyk",3
"1547","jagiellończyka",2
"1548","jagiełło",1
"1549","jagiełły",2
"1550","jakiego",1
"1551","jakiej",2
"1552","jakobina",1
"1553","jakość",1
"1554","jakub",1
"1555","jakuba",2
"1556","jałmużnictwo",1
"1557","jan",19
"1558","jana",9
"1559","janczara",1
"1560","jane",1
"1561","jankesi",1
"1562","janusz",2
"1563","janusza",1
"1564","japonia",1
"1565","japonii",3
"1566","japoński",1
"1567","japońskiej",1
"1568","jarosław",2
"1569","jarosława",1
"1570","jasenovac",1
"1571","jasienica",1
"1572","jasieński",1
"1573","jaskiniowcy",1
"1574","jasła",1
"1575","jasna",2
"1576","jasną",1
"1577","jasnej",1
"1578","jastarnia",1
"1579","jaszczurczy",1
"1580","jazzu",3
"1581","jedlneński",1
"1582","jedną",1
"1583","jednego",1
"1584","jednej",1
"1585","jednoczył",1
"1586","jednokartkowy",1
"1587","jednostka",1
"1588","jednostki",3
"1589","jedności",1
"1590","jedynego",1
"1591","jedyny",1
"1592","jedzą",1
"1593","jedzenia",1
"1594","jemenu",1
"1595","jeremi",1
"1596","jermak",1
"1597","jerozolima",2
"1598","jerozolimie",1
"1599","jerozolimska",2
"1600","jerozolimskim",1
"1601","jerozolimy",2
"1602","jerzego",1
"1603","jerzy",8
"1604","jesień",2
"1605","jessop",1
"1606","jeziorem",1
"1607","jeździec",2
"1608","jeździło",1
"1609","język",1
"1610","jiaoren",1
"1611","jim",1
"1612","jiři",1
"1613","jiszuwu",1
"1614","joanna",1
"1615","joannici",1
"1616","joanny",1
"1617","joe",3
"1618","joejoseph",1
"1619","john",1
"1620","johnston",3
"1621","joseph",3
"1622","jozef",1
"1623","jožin",1
"1624","józef",8
"1625","józefa",6
"1626","józefem",1
"1627","józefie",1
"1628","józewski",1
"1629","jugosławia",1
"1630","jugosławii",1
"1631","julia",4
"1632","juliana",1
"1633","juliusz",3
"1634","jurij",1
"1635","jutro",1
"1636","k",1
"1637","ka",1
"1638","kabaretu",2
"1639","kabulu",2
"1640","kaci",1
"1641","kaczmarski",1
"1642","kaczyńskiego",1
"1643","kadenbandrowski",1
"1644","kadrowej",1
"1645","kadrze",1
"1646","kaganek",1
"1647","kain",1
"1648","kaishek",2
"1649","kalendarium",4
"1650","kalendarz",2
"1651","kalendarza",1
"1652","kalendarzach",1
"1653","kaligula",1
"1654","kalksteina",1
"1655","kalwarie",1
"1656","kamalakurhański",1
"1657","kambodży",1
"1658","kamczatce",1
"1659","kamerunu",1
"1660","kamery",2
"1661","kamieni",1
"1662","kamieńcem",1
"1663","kampania",6
"1664","kampanii",2
"1665","kampf",2
"1666","kanady",1
"1667","kanadzie",1
"1668","kancewicza",1
"1669","kanclerz",1
"1670","kannami",1
"1671","kantowska",1
"1672","kany",1
"1673","kapitalistyczna",1
"1674","kapitalistyczne",1
"1675","kapitalistycznej",1
"1676","kapitan",1
"1677","kapłańskie",1
"1678","kapłańskiego",1
"1679","kaprala",1
"1680","kaprowie",1
"1681","kapuściński",2
"1682","kapy",1
"1683","kara",2
"1684","karabin",2
"1685","karabinu",1
"1686","kardynał",2
"1687","kardynała",1
"1688","kargul",1
"1689","kariera",3
"1690","kariery",4
"1691","karla",1
"1692","karły",1
"1693","karnawał",2
"1694","karne",1
"1695","karnego",1
"1696","karol",4
"1697","karola",6
"1698","karolina",1
"1699","károlyiego",1
"1700","karp",1
"1701","karpackich",2
"1702","karscha",1
"1703","karskiego",1
"1704","karta",1
"1705","kartka",1
"1706","kartki",1
"1707","kartuska",1
"1708","kartuskiej",1
"1709","kary",2
"1710","karykaturalny",1
"1711","karzeł",1
"1712","kasiarze",1
"1713","kasiarzy",1
"1714","kastylijska",1
"1715","kastylijskiej",1
"1716","kaszmir",1
"1717","kaszub",1
"1718","kaszubach",1
"1719","kaszubskie",1
"1720","kat",5
"1721","katarskiej",1
"1722","katarzyna",2
"1723","katastrofa",1
"1724","katastrofy",2
"1725","katedra",2
"1726","katolicka",1
"1727","katolicki",1
"1728","katolicyzmu",1
"1729","katoliczki",1
"1730","katyniu",1
"1731","katyń",3
"1732","katyńskich",1
"1733","kaukaz",1
"1734","kawa",1
"1735","kawaleria",1
"1736","kawalerii",1
"1737","kawalerowie",1
"1738","kawalerów",1
"1739","kawalerzysta",1
"1740","kawiarni",1
"1741","kawiarnia",1
"1742","kawy",1
"1743","kazik",2
"1744","kazimierz",7
"1745","kazimierza",5
"1746","każdą",2
"1747","kąpieli",1
"1748","kąpielowa",1
"1749","kąpielowego",1
"1750","kc",2
"1751","kedrynrudnycki",1
"1752","kedyw",1
"1753","kelly",1
"1754","kemal",1
"1755","kenijskiego",1
"1756","kentucky",1
"1757","kevina",1
"1758","kevinem",1
"1759","kędzierski",2
"1760","kgb",1
"1761","khmerów",1
"1762","kibuce",1
"1763","kid",1
"1764","kiedyś",1
"1765","kiejdanach",1
"1766","kielcach",3
"1767","kielce",1
"1768","kieleckiego",1
"1769","kiełbasę",1
"1770","kierownictwo",1
"1771","kieślowski",1
"1772","kijowskiej",1
"1773","kijów",2
"1774","kilroy",1
"1775","kim",5
"1776","kina",3
"1777","kinematografia",1
"1778","kinga",1
"1779","kinie",1
"1780","kircholmem",1
"1781","kisiela",4
"1782","kl",5
"1783","klas",1
"1784","klasycy",1
"1785","klasycyzmu",1
"1786","klasycznym",2
"1787","klasyka",1
"1788","klasztorów",1
"1789","klemens",1
"1790","kleopatra",2
"1791","klęsce",1
"1792","klęska",13
"1793","klęskę",1
"1794","klęski",4
"1795","klimatyczne",1
"1796","klipra",1
"1797","klocka",1
"1798","klucz",6
"1799","kłamcy",1
"1800","kłamstwa",1
"1801","kłopotliwa",1
"1802","kłopoty",1
"1803","kłótnia",1
"1804","kłuszynem",1
"1805","kniaźnin",1
"1806","knyszynie",1
"1807","kobiece",1
"1808","kobiecości",1
"1809","kobiet",8
"1810","kobieta",4
"1811","kobiety",14
"1812","kobro",1
"1813","kochał",1
"1814","kochanka",1
"1815","kochanki",1
"1816","kocięcka",1
"1817","kocioł",1
"1818","kod",1
"1819","kodeksu",1
"1820","koggego",1
"1821","kolaborant",1
"1822","kolaborantem",1
"1823","kolaborantów",1
"1824","kolanach",1
"1825","kolbe",1
"1826","kolberg",1
"1827","kolei",1
"1828","kolej",1
"1829","koleje",1
"1830","kolejna",1
"1831","kolejny",1
"1832","kolekcjoner",1
"1833","kolektywne",1
"1834","kolęda",1
"1835","kolonia",1
"1836","koloniach",1
"1837","kolonializm",1
"1838","kolonialna",1
"1839","kolonialne",2
"1840","kolonialnej",1
"1841","kolonialnym",1
"1842","kolonie",2
"1843","kolonii",1
"1844","kolonizacja",1
"1845","kolonizacją",1
"1846","kolos",1
"1847","kolumnie",1
"1848","kołchozy",1
"1849","kołłontaj",1
"1850","koło",1
"1851","kołtunie",1
"1852","komandosi",1
"1853","kombinowanej",1
"1854","komedii",1
"1855","komedya",1
"1856","komendant",1
"1857","komendanta",1
"1858","komiks",1
"1859","komiksu",1
"1860","komisja",2
"1861","komputerów",2
"1862","komu",3
"1863","komuna",2
"1864","komunikacja",1
"1865","komunistami",1
"1866","komunistą",1
"1867","komunistom",1
"1868","komunistyczna",2
"1869","komunistycznego",1
"1870","komunistycznej",2
"1871","komunistyczny",1
"1872","komunistycznych",4
"1873","komuniści",2
"1874","komunizm",3
"1875","komunizmu",5
"1876","koncentracyjne",1
"1877","koncentracyjnego",1
"1878","koncepcja",4
"1879","koncepcje",2
"1880","koncernu",1
"1881","koncertem",1
"1882","konderskiego",1
"1883","konfederacja",3
"1884","konfederacji",1
"1885","konfederackie",1
"1886","konferencja",1
"1887","konflikcie",2
"1888","konflikt",3
"1889","konfliktu",1
"1890","konformizmu",1
"1891","koniec",6
"1892","koniu",1
"1893","koniuchy",1
"1894","konklawe",1
"1895","konkordat",1
"1896","konkordatu",1
"1897","konna",1
"1898","konsekwencje",1
"1899","konserwatysty",1
"1900","konserwatywny",2
"1901","konserwatyzmem",1
"1902","konspekty",7
"1903","konstancja",1
"1904","konstancjusz",1
"1905","konstantego",1
"1906","konstantyn",3
"1907","konstantyna",1
"1908","konstantynopola",2
"1909","konstantynopolu",1
"1910","konstrukcje",1
"1911","konstytucja",1
"1912","konstytucją",1
"1913","konstytucje",1
"1914","konstytucji",1
"1915","kontaktach",1
"1916","kontra",17
"1917","kontratakuje",1
"1918","kontrkultura",1
"1919","kontroli",1
"1920","kontrowersje",2
"1921","kontrreformacji",1
"1922","kontrrewolucyjny",1
"1923","konwicki",1
"1924","konwickiego",1
"1925","konwokacja",1
"1926","końca",9
"1927","kończyła",1
"1928","kop",1
"1929","kopciuszek",1
"1930","kopeć",1
"1931","kopernik",1
"1932","kopernikiem",1
"1933","kord",1
"1934","koreański",1
"1935","korespondentów",1
"1936","korfantego",3
"1937","koronacja",1
"1938","koronacyjnej",1
"1939","koronę",1
"1940","korony",1
"1941","korporacjonizm",1
"1942","korpus",1
"1943","korpusie",1
"1944","korwin",1
"1945","korwinmikke",1
"1946","korybuta",1
"1947","koryfeusz",1
"1948","korzeliński",2
"1949","korzeni",1
"1950","korzenie",2
"1951","kosmosie",2
"1952","kosmosu",2
"1953","kosowem",1
"1954","kosowie",1
"1955","kosowym",1
"1956","kossak",2
"1957","kostekbiernacki",1
"1958","kostka",1
"1959","koszmar",1
"1960","koszule",1
"1961","kości",1
"1962","kościelnej",1
"1963","kościelnych",2
"1964","kościoła",3
"1965","kościół",8
"1966","kot",2
"1967","kotarbiński",1
"1968","kotelnica",1
"1969","kotwica",1
"1970","kowadłem",1
"1971","kowalczyk",2
"1972","kowalczyka",2
"1973","kowalewski",1
"1974","kozacka",1
"1975","kozacy",1
"1976","kozaków",1
"1977","kożuchy",1
"1978","kraina",1
"1979","kraj",1
"1980","krajowa",4
"1981","krajowej",2
"1982","krajów",3
"1983","kraju",3
"1984","krakau",1
"1985","krakowa",1
"1986","krakowie",3
"1987","krakowskich",1
"1988","krakowskiej",1
"1989","krakowskim",1
"1990","krakówwilno",3
"1991","krańcach",1
"1992","kraszewski",1
"1993","kraszewskiego",1
"1994","kredytu",1
"1995","kremlu",1
"1996","kreskowy",1
"1997","kreskówki",1
"1998","kresowe",1
"1999","kresowej",1
"2000","kresowych",1
"2001","kresy",1
"2002","krew",4
"2003","kręte",1
"2004","krojanty",1
"2005","krok",1
"2006","krokiem",1
"2007","kronice",1
"2008","kronikarz",3
"2009","kroniki",2
"2010","król",8
"2011","króla",8
"2012","królem",2
"2013","królestwa",2
"2014","królestwem",2
"2015","królestwie",2
"2016","królestwo",3
"2017","królewicz",2
"2018","królewscy",1
"2019","królewski",1
"2020","królewskich",1
"2021","królewskiego",1
"2022","królewskim",2
"2023","królowa",7
"2024","królowamatka",1
"2025","królowaskandalistka",1
"2026","królowej",1
"2027","królów",3
"2028","krótka",13
"2029","krótki",2
"2030","krótkie",1
"2031","krótko",1
"2032","krucjata",4
"2033","krucjaty",4
"2034","krum",1
"2035","krwawa",2
"2036","krwawe",1
"2037","krwawi",1
"2038","krwawy",3
"2039","krwawym",1
"2040","krwi",1
"2041","krwią",1
"2042","krym",2
"2043","krymska",2
"2044","krymskich",1
"2045","kryptonim",2
"2046","kryształowa",1
"2047","krytyk",1
"2048","krytyka",3
"2049","krywaniu",2
"2050","kryzys",5
"2051","kryzysie",1
"2052","kryzysów",1
"2053","kryzysu",1
"2054","krzysztof",1
"2055","krzysztofa",1
"2056","krzywdę",2
"2057","krzywicki",1
"2058","krzyża",1
"2059","krzyżackiego",2
"2060","krzyżacku",1
"2061","krzyżowców",1
"2062","krzyżowe",1
"2063","ksiądz",4
"2064","książąt",1
"2065","książce",1
"2066","książę",4
"2067","książęta",1
"2068","książka",1
"2069","książkach",1
"2070","księcia",1
"2071","księdza",1
"2072","księdzadyktatora",1
"2073","księgi",1
"2074","księstwo",1
"2075","księżna",1
"2076","księżniczka",1
"2077","księżniczki",1
"2078","kubański",1
"2079","kuchar",1
"2080","kucharskich",1
"2081","kuchni",2
"2082","kudowazdrój",1
"2083","kuhn",1
"2084","kukania",1
"2085","kukliński",1
"2086","kukurydziane",1
"2087","kuli",1
"2088","kulinarne",1
"2089","kulinarnej",1
"2090","kulisy",3
"2091","kult",3
"2092","kultowa",1
"2093","kultu",1
"2094","kultur",1
"2095","kultura",1
"2096","kulturalna",1
"2097","kulturowe",1
"2098","kultury",4
"2099","kulturze",1
"2100","kupców",2
"2101","kupi",1
"2102","kupieckim",1
"2103","kurhanu",1
"2104","kurierze",2
"2105","kurort",1
"2106","kurortu",1
"2107","kurosawa",1
"2108","kurpiowszczyzny",1
"2109","kurskim",1
"2110","kurtyki",1
"2111","kurtyną",1
"2112","kusociński",1
"2113","kusząca",1
"2114","kuzyni",1
"2115","kuzynów",1
"2116","kwantyfikatorów",1
"2117","kwerfurtu",1
"2118","kwestia",2
"2119","kwestii",1
"2120","kwiecie",1
"2121","kwietnia",6
"2122","l",1
"2123","la",1
"2124","lachman",1
"2125","lady",1
"2126","lahti",1
"2127","lamijska",3
"2128","lancaster",1
"2129","lanckoroński",1
"2130","langer",1
"2131","lansky",1
"2132","lata",5
"2133","latach",23
"2134","latające",1
"2135","latarnia",1
"2136","latarnie",2
"2137","latków",1
"2138","ląd",4
"2139","lease",1
"2140","lechczyński",1
"2141","lecie",1
"2142","legenda",7
"2143","legendarne",1
"2144","legendarny",5
"2145","legendarnych",1
"2146","legendę",1
"2147","legendy",4
"2148","legii",1
"2149","legion",2
"2150","legionach",1
"2151","legionistki",1
"2152","lekarz",1
"2153","lekcji",1
"2154","lend",1
"2155","leni",2
"2156","lenin",1
"2157","lenina",2
"2158","leningradu",1
"2159","lenino",1
"2160","leon",2
"2161","leonnatosa",1
"2162","leostenesa",1
"2163","lepszy",2
"2164","leśni",1
"2165","leśniewski",1
"2166","letnich",1
"2167","leva",1
"2168","lew",5
"2169","lewem",1
"2170","lewica",2
"2171","lewicowa",1
"2172","lhermione",1
"2173","liberalizm",2
"2174","liberalizmu",2
"2175","liberał",1
"2176","liberum",1
"2177","libię",1
"2178","liczba",2
"2179","liga",1
"2180","light",1
"2181","ligi",1
"2182","likwidacja",1
"2183","lili",1
"2184","lincoln",2
"2185","linie",1
"2186","linii",1
"2187","linowe",1
"2188","linowych",1
"2189","lipca",4
"2190","lipiec",1
"2191","liskula",1
"2192","list",1
"2193","lista",2
"2194","listopad",3
"2195","listopada",11
"2196","listopadzie",1
"2197","listy",3
"2198","litera",1
"2199","literacki",1
"2200","literackie",1
"2201","literatura",2
"2202","literaturą",1
"2203","literatury",2
"2204","litwa",1
"2205","litwie",3
"2206","litwini",1
"2207","litwy",2
"2208","loda",1
"2209","lodach",1
"2210","lodów",1
"2211","lodzie",1
"2212","logik",3
"2213","lojalce",1
"2214","lokacja",1
"2215","londyn",1
"2216","lonore",1
"2217","lorda",1
"2218","lordów",1
"2219","los",3
"2220","losach",1
"2221","losy",9
"2222","lot",3
"2223","lotna",1
"2224","lotnicze",1
"2225","lotników",1
"2226","lotniska",2
"2227","lotów",1
"2228","love",1
"2229","lubeckiej",1
"2230","lubelski",1
"2231","lubi",1
"2232","lubieżnik",1
"2233","lublin",1
"2234","lublinie",1
"2235","luciano",1
"2236","lucy",1
"2237","lucyfer",1
"2238","lucyna",1
"2239","lucyny",1
"2240","ludgarda",1
"2241","ludmiła",1
"2242","ludności",1
"2243","ludobójstwo",2
"2244","ludolfiną",1
"2245","ludowa",2
"2246","ludowej",9
"2247","ludowy",1
"2248","ludu",3
"2249","ludwik",3
"2250","ludzi",3
"2251","ludzie",3
"2252","ludzkich",1
"2253","ludzkości",2
"2254","luftwaffe",2
"2255","luksemburska",1
"2256","luksemburski",1
"2257","luksusowa",1
"2258","luksusowe",1
"2259","luna",1
"2260","lunął",1
"2261","lupanarze",1
"2262","lustrze",1
"2263","lutego",3
"2264","lwia",1
"2265","lwie",2
"2266","lwowa",2
"2267","lwowie",1
"2268","lwów",1
"2269","lwp",2
"2270","łaciński",1
"2271","łagodny",2
"2272","łagrze",1
"2273","łamach",4
"2274","łaski",1
"2275","łącznicy",1
"2276","łączy",1
"2277","łepkowskim",1
"2278","łodzi",4
"2279","łokietek",1
"2280","łódzkie",1
"2281","łódzkiego",1
"2282","łódź",1
"2283","łubiance",1
"2284","łuk",1
"2285","łukasiewicz",2
"2286","łukiszki",1
"2287","łuku",1
"2288","łupaszki",1
"2289","łupaszko",1
"2290","łyko",1
"2291","macedonii",1
"2292","macedońska",2
"2293","machiavelli",1
"2294","machno",1
"2295","maciej",1
"2296","maciejówki",1
"2297","mackiewicz",1
"2298","maczeta",1
"2299","madagaskar",4
"2300","made",1
"2301","máel",1
"2302","magellana",1
"2303","magią",1
"2304","magnat",1
"2305","magowie",1
"2306","mahatma",1
"2307","maja",8
"2308","majątek",1
"2309","majczerwiec",3
"2310","majdanku",1
"2311","major",1
"2312","majora",2
"2313","majowy",3
"2314","makbet",1
"2315","makiwka",2
"2316","makiwkę",1
"2317","makroskali",1
"2318","maksymilian",1
"2319","malarka",1
"2320","malarstwa",2
"2321","malarstwie",1
"2322","malarz",2
"2323","malbork",1
"2324","malinche",1
"2325","maltańscy",1
"2326","malucha",1
"2327","mała",2
"2328","małego",1
"2329","małej",1
"2330","małysz",1
"2331","małżeństwie",1
"2332","małżeństwo",3
"2333","małżonka",1
"2334","man",2
"2335","manchesterze",1
"2336","mandżurski",1
"2337","manewr",1
"2338","manhattan",1
"2339","manipulacje",1
"2340","mantzikertem",1
"2341","mao",2
"2342","mapa",1
"2343","marca",6
"2344","marcel",1
"2345","marcin",1
"2346","marcina",2
"2347","marcinkowskiego",1
"2348","marek",3
"2349","maria",4
"2350","marilyn",1
"2351","mariusz",1
"2352","marki",1
"2353","markiza",1
"2354","marksistowskie",1
"2355","marksizm",1
"2356","marleen",1
"2357","marlena",1
"2358","marokański",4
"2359","marsz",2
"2360","marszałek",2
"2361","marszałka",3
"2362","martin",1
"2363","mary",1
"2364","marynarce",1
"2365","marzenia",3
"2366","marzenie",1
"2367","marzyciel",1
"2368","masakra",7
"2369","maski",1
"2370","masonerii",1
"2371","masonom",1
"2372","massacre",1
"2373","masz",2
"2374","maszyny",2
"2375","matczynej",1
"2376","matejko",2
"2377","matematycy",1
"2378","materiał",1
"2379","mateusz",1
"2380","matka",3
"2381","mattern",1
"2382","matura",24
"2383","maturalna",1
"2384","maturalne",1
"2385","maud",1
"2386","maurycego",1
"2387","mauzoleum",2
"2388","mazowsze",4
"2389","mazurkiewicz",1
"2390","mazurski",1
"2391","mądry",1
"2392","mąż",5
"2393","mccarthy",1
"2394","mccartney",1
"2395","mcnapoleon",1
"2396","mecenat",1
"2397","mecz",1
"2398","medalu",1
"2399","mediatora",1
"2400","medycyna",1
"2401","mehmed",1
"2402","mein",2
"2403","meksykańska",1
"2404","meksyku",1
"2405","melisanda",1
"2406","memoriam",1
"2407","memy",2
"2408","menonici",1
"2409","menonitów",1
"2410","mentor",1
"2411","menuet",1
"2412","menzel",1
"2413","mesalina",1
"2414","metodą",1
"2415","metro",1
"2416","metropolii",1
"2417","męczennik",2
"2418","miał",2
"2419","miało",1
"2420","miast",1
"2421","miasta",4
"2422","miasteczek",1
"2423","miasteczka",1
"2424","miasto",6
"2425","michael",1
"2426","michaiła",1
"2427","michaldy",1
"2428","michał",2
"2429","michała",1
"2430","micie",2
"2431","mickiewicza",2
"2432","miecz",3
"2433","miecze",1
"2434","miejsce",1
"2435","miejskiej",2
"2436","mierosławski",1
"2437","miesiąca",10
"2438","miesiące",1
"2439","mieszka",2
"2440","mieszkaniowe",1
"2441","mieszkańców",1
"2442","mieszkańcy",2
"2443","mieszko",3
"2444","mieście",1
"2445","międzynarodówką",1
"2446","międzywojenne",1
"2447","międzywojennego",2
"2448","międzywojennej",2
"2449","międzywojenny",1
"2450","mięsna",1
"2451","miguel",1
"2452","mikołaj",2
"2453","mikołaju",1
"2454","mikrohistoria",1
"2455","milenium",1
"2456","milhais",1
"2457","miliona",1
"2458","miliony",1
"2459","military",1
"2460","millenaryzm",1
"2461","miłosierny",1
"2462","miłości",5
"2463","miłość",3
"2464","miłośnik",1
"2465","miłujące",1
"2466","mineriady",1
"2467","minęło",1
"2468","minionego",1
"2469","minionych",1
"2470","ministerstwie",1
"2471","miny",1
"2472","miotacz",1
"2473","misji",1
"2474","misteria",1
"2475","mistrzostw",1
"2476","mistrzostwach",1
"2477","mistrzów",2
"2478","mistycy",1
"2479","miś",1
"2480","mit",6
"2481","mitem",1
"2482","mitingu",1
"2483","mitologii",2
"2484","mitologizacja",1
"2485","mitrochina",1
"2486","mitterrand",1
"2487","mitu",1
"2488","mity",2
"2489","mławskich",1
"2490","młodopolskiego",1
"2491","młodszej",1
"2492","młodszy",1
"2493","młodzi",2
"2494","młodzieńców",1
"2495","młodzieńcze",1
"2496","młodzież",2
"2497","młodzieży",1
"2498","młotem",1
"2499","mnich",1
"2500","mobilizacja",2
"2501","moc",1
"2502","mocarz",2
"2503","mocnego",2
"2504","mocy",1
"2505","moda",1
"2506","modzelewska",1
"2507","modzelewski",1
"2508","mohaczem",1
"2509","moich",1
"2510","mojżesz",1
"2511","moment",1
"2512","monachium",1
"2513","monarchia",1
"2514","monarchizm",1
"2515","monetą",2
"2516","mongolii",1
"2517","mongolski",1
"2518","monobanku",1
"2519","monografia",1
"2520","monomach",1
"2521","monroe",1
"2522","montaż",1
"2523","monte",2
"2524","monteskiusza",1
"2525","montfort",1
"2526","montgomery",1
"2527","montmartreu",1
"2528","montségur",1
"2529","moraczewska",1
"2530","moralizatorstwo",1
"2531","mord",1
"2532","morderczyni",1
"2533","morderstwo",1
"2534","morozowa",1
"2535","morrison",1
"2536","morro",1
"2537","morska",1
"2538","morski",1
"2539","morskie",2
"2540","mortuus",1
"2541","morza",5
"2542","morze",2
"2543","moskiewski",1
"2544","moskiewskie",1
"2545","moskwą",1
"2546","moskwie",2
"2547","moskwy",1
"2548","mosleya",1
"2549","mossad",1
"2550","most",1
"2551","motoryzacyjny",4
"2552","mowy",1
"2553","mozaika",1
"2554","mozarabowie",1
"2555","możliwości",1
"2556","mógł",1
"2557","mówi",1
"2558","mówią",1
"2559","mrokach",1
"2560","mrożona",1
"2561","mróz",2
"2562","mrugające",1
"2563","msw",1
"2564","mszanie",1
"2565","msze",1
"2566","mubaraka",1
"2567","muchy",1
"2568","mudżahedini",1
"2569","muhammada",2
"2570","mukdenem",1
"2571","mukdeński",1
"2572","mundialu",3
"2573","munka",1
"2574","mur",1
"2575","murfreesboro",1
"2576","murzyn",1
"2577","musiała",1
"2578","musimy",1
"2579","mussolini",1
"2580","mustafa",1
"2581","muszkieterowie",1
"2582","muza",1
"2583","muzułmańska",1
"2584","muzułmański",1
"2585","muzułmańskim",1
"2586","muzycy",1
"2587","muzyka",3
"2588","muzyki",1
"2589","mykwa",1
"2590","mysterion",1
"2591","mysterium",1
"2592","myszołap",1
"2593","myśl",3
"2594","myślenicach",1
"2595","myśli",1
"2596","myślicieli",1
"2597","myśliwy",1
"2598","nablusu",1
"2599","nacht",1
"2600","nacjonalistyczna",1
"2601","naczelnego",1
"2602","nadbałtyckiego",1
"2603","naddniestrze",1
"2604","nadolski",1
"2605","nadwornego",1
"2606","nadziei",2
"2607","nadzieja",2
"2608","nadzieję",1
"2609","nafty",1
"2610","nagrobków",1
"2611","naiwny",1
"2612","najazd",1
"2613","najbardziej",3
"2614","najdłuższe",3
"2615","najdziwniejsze",1
"2616","najechali",1
"2617","najeźdźcę",1
"2618","najgorętszego",1
"2619","najgorszych",1
"2620","najkrwawsza",1
"2621","najlepsze",1
"2622","najlepszy",2
"2623","najnowszej",1
"2624","najpewniejsza",1
"2625","najpiękniejsza",1
"2626","najpopularniejszego",1
"2627","najpotężniejszy",1
"2628","najsłynniejsi",1
"2629","najsłynniejsze",1
"2630","najsłynniejszej",1
